Date,VIX,S&P500,Historical_Volatility,Interest_Rate,Inflation,GDP_Growth,Unemployment_Rate,Money_Supply,TED_Spread
2014-05-06,13.800000190734863,1867.719970703125,0.118053820434492,,,,,,0.19
2014-05-07,13.399999618530272,1878.2099609375,0.1184795981909082,,,,,,0.19
2014-05-08,13.43000030517578,1875.6300048828125,0.1165943335346649,,,,,,0.19
2014-05-09,12.920000076293944,1878.47998046875,0.1164193420748773,,,,,,0.19
2014-05-12,12.229999542236328,1896.6500244140625,0.1188431568915148,,,,,,0.2
2014-05-13,12.130000114440918,1897.449951171875,0.1168642476981588,,,,,,0.19
2014-05-14,12.170000076293944,1888.530029296875,0.1160808586447809,,,,,,0.2
2014-05-15,13.170000076293944,1870.8499755859373,0.1189083233067229,,,,,,0.2
2014-05-16,12.4399995803833,1877.8599853515625,0.1194615771049429,,,,,,0.2
2014-05-19,12.420000076293944,1885.0799560546875,0.1140309694853378,,,,,,0.2
2014-05-20,12.960000038146973,1872.8299560546875,0.1110515630853318,,,,,,0.2
2014-05-21,11.90999984741211,1888.030029296875,0.1128604121303908,,,,,,0.19
2014-05-22,12.029999732971191,1892.489990234375,0.10875741066225,,,,,,0.2
2014-05-23,11.359999656677246,1900.530029296875,0.0885706162299797,,,,,,0.19
2014-05-27,11.510000228881836,1911.9100341796875,0.0835266961334124,,,,,,0.19
2014-05-28,11.68000030517578,1909.780029296875,0.081590829343652,,,,,,0.19
2014-05-29,11.56999969482422,1920.030029296875,0.0808978805122904,,,,,,0.19
2014-05-30,11.399999618530272,1923.5699462890625,0.0761811201323934,,,,,,0.19
2014-06-02,11.579999923706056,1924.969970703125,0.0761835957005128,,,,,,0.19
2014-06-03,11.869999885559082,1924.239990234375,0.0758522064418386,,,,,,0.19
2014-06-04,12.079999923706056,1927.8800048828125,0.0753215489648389,,,,,,0.19
2014-06-05,11.68000030517578,1940.4599609375,0.0764749173800905,,,,,,0.19
2014-06-06,10.729999542236328,1949.43994140625,0.0771253841079203,,,,,,0.19
2014-06-09,11.149999618530272,1951.27001953125,0.0718824576413738,,,,,,0.19
2014-06-10,10.989999771118164,1950.7900390625,0.0718799154041266,,,,,,0.19
2014-06-11,11.600000381469728,1943.8900146484373,0.0725596318539666,,,,,,0.19
2014-06-12,12.5600004196167,1930.1099853515625,0.076135352602485,,,,,,0.19
2014-06-13,12.18000030517578,1936.1600341796875,0.0763679532534634,,,,,,0.19
2014-06-16,12.649999618530272,1937.780029296875,0.0760640365476843,,,,,,0.19
2014-06-17,12.0600004196167,1941.989990234375,0.0760990214883747,,,,,,0.19
2014-06-18,10.609999656677246,1956.97998046875,0.0723360117295034,,,,,,0.2
2014-06-19,10.619999885559082,1959.47998046875,0.0713113448042271,,,,,,0.21
2014-06-20,10.850000381469728,1962.8699951171875,0.0708194022653688,,,,,,0.21
2014-06-23,10.979999542236328,1962.6099853515625,0.0709824186542925,,,,,,0.2
2014-06-24,12.130000114440918,1949.97998046875,0.0701572145641707,,,,,,0.2
2014-06-25,11.59000015258789,1959.530029296875,0.0710664871208774,,,,,,0.2
2014-06-26,11.630000114440918,1957.219970703125,0.069286184306944,,,,,,0.19
2014-06-27,11.260000228881836,1960.9599609375,0.0616332343751228,,,,,,0.2
2014-06-30,11.56999969482422,1960.22998046875,0.0615289272273574,,,,,,0.19
2014-07-01,11.149999618530272,1973.3199462890625,0.063021130535187,0.09,237.498,5.0,6.2,11438.4,0.21
2014-07-02,10.81999969482422,1974.6199951171875,0.0583341140826664,,,,,,0.21
2014-07-03,10.31999969482422,1985.43994140625,0.0563078506645423,,,,,,0.22
2014-07-07,11.329999923706056,1977.6500244140625,0.0585526514659158,,,,,,0.19
2014-07-08,11.979999542236328,1963.7099609375,0.06289614750226,,,,,,0.2
2014-07-09,11.649999618530272,1972.8299560546875,0.0621040957799764,,,,,,0.2
2014-07-10,12.59000015258789,1964.6800537109373,0.0636162748566022,,,,,,0.21
2014-07-11,12.079999923706056,1967.5699462890625,0.0622546908965783,,,,,,0.21
2014-07-14,11.81999969482422,1977.0999755859373,0.0632807359754831,,,,,,0.2
2014-07-15,11.960000038146973,1973.280029296875,0.0638193352314915,,,,,,0.21
2014-07-16,11.0,1981.5699462890625,0.0644401055950274,,,,,,0.21
2014-07-17,14.539999961853027,1958.1199951171875,0.0742916813581309,,,,,,0.21
2014-07-18,12.0600004196167,1978.219970703125,0.0776299394995198,,,,,,0.21
2014-07-21,12.8100004196167,1973.6300048828125,0.0771498616587627,,,,,,0.2
2014-07-22,12.239999771118164,1983.530029296875,0.0782836449055581,,,,,,0.2
2014-07-23,11.520000457763672,1987.010009765625,0.0783196945086885,,,,,,0.2
2014-07-24,11.84000015258789,1987.97998046875,0.0773233741698678,,,,,,0.21
2014-07-25,12.6899995803833,1978.3399658203125,0.0756012422245454,,,,,,0.2
2014-07-28,12.5600004196167,1978.9100341796875,0.0752980744340425,,,,,,0.2
2014-07-29,13.279999732971191,1969.949951171875,0.0768273165492182,,,,,,0.22
2014-07-30,13.329999923706056,1970.0699462890625,0.0766858832089084,,,,,,0.2
2014-07-31,16.950000762939453,1930.6700439453125,0.0940853438152169,,,,,,0.21
2014-08-01,17.030000686645508,1925.1500244140625,0.0941952608224706,0.09,237.46,,6.1,11462.5,0.21
2014-08-04,15.119999885559082,1938.989990234375,0.0966512507629294,,,,,,0.2
2014-08-05,16.8700008392334,1920.2099609375,0.1003259782127249,,,,,,0.21
2014-08-06,16.3700008392334,1920.239990234375,0.0988574745992857,,,,,,0.2
2014-08-07,16.65999984741211,1909.5699462890625,0.0985463757302877,,,,,,0.2
2014-08-08,15.770000457763672,1931.5899658203125,0.1048520859720454,,,,,,0.21
2014-08-11,14.229999542236328,1936.9200439453125,0.1050445372249724,,,,,,0.19
2014-08-12,14.130000114440918,1933.75,0.1051065992648371,,,,,,0.2
2014-08-13,12.899999618530272,1946.719970703125,0.1051239074665927,,,,,,0.19
2014-08-14,12.420000076293944,1955.1800537109373,0.1059955582905418,,,,,,0.19
2014-08-15,13.149999618530272,1955.06005859375,0.1045735221478187,,,,,,0.2
2014-08-18,12.31999969482422,1971.739990234375,0.1072198992291564,,,,,,0.2
2014-08-19,12.210000038146973,1981.5999755859373,0.106093618843179,,,,,,0.2
2014-08-20,11.779999732971191,1986.510009765625,0.105511220783376,,,,,,0.19
2014-08-21,11.760000228881836,1992.3699951171875,0.104949643087635,,,,,,0.21
2014-08-22,11.470000267028809,1988.4000244140625,0.1051475996070057,,,,,,0.21
2014-08-25,11.699999809265137,1997.9200439453125,0.1051271128466671,,,,,,
2014-08-26,11.630000114440918,2000.02001953125,0.104914649590616,,,,,,0.21
2014-08-27,11.779999732971191,2000.1199951171875,0.1043199606455832,,,,,,0.19
2014-08-28,12.050000190734863,1996.739990234375,0.097991164522377,,,,,,0.2
2014-08-29,12.09000015258789,2003.3699951171875,0.0940707991168557,,,,,,0.2
2014-09-02,12.25,2002.280029296875,0.0937585416660039,,,,,,0.2
2014-09-03,12.359999656677246,2000.719970703125,0.0928313885474705,,,,,,0.2
2014-09-04,12.640000343322754,1997.6500244140625,0.0928743110628375,,,,,,0.2
2014-09-05,12.09000015258789,2007.7099609375,0.0939284987708791,,,,,,0.2
2014-09-08,12.65999984741211,2001.5400390625,0.0932131783136509,,,,,,0.21
2014-09-09,13.5,1988.43994140625,0.0953668647564042,,,,,,0.21
2014-09-10,12.880000114440918,1995.68994140625,0.0948030653142871,,,,,,0.21
2014-09-11,12.800000190734863,1997.449951171875,0.0948036368483282,,,,,,0.21
2014-09-12,13.3100004196167,1985.5400390625,0.0751499320587658,,,,,,0.21
2014-09-15,14.119999885559082,1984.1300048828125,0.0744594842943891,,,,,,0.21
2014-09-16,12.729999542236328,1998.97998046875,0.0746768215953233,,,,,,0.21
2014-09-17,12.649999618530272,2001.5699462890625,0.067417756502508,,,,,,0.21
2014-09-18,12.029999732971191,2011.3599853515625,0.0680303546905393,,,,,,0.21
2014-09-19,12.109999656677246,2010.4000244140625,0.064938647331039,,,,,,0.21
2014-09-22,13.6899995803833,1994.2900390625,0.0639900531339066,,,,,,0.23
2014-09-23,14.93000030517578,1982.77001953125,0.0667579582215682,,,,,,0.22
2014-09-24,13.270000457763672,1998.300048828125,0.0693590221396379,,,,,,0.22
2014-09-25,15.640000343322754,1965.989990234375,0.0835401978797506,,,,,,0.22
2014-09-26,14.850000381469728,1982.8499755859373,0.0861604223330789,,,,,,0.22
2014-09-29,15.979999542236328,1977.800048828125,0.0865968501678857,,,,,,0.22
2014-09-30,16.309999465942383,1972.2900390625,0.0835195337594498,,,,,,0.22
2014-10-01,16.709999084472656,1946.1600341796875,0.0905218207848059,0.09,237.43,2.0,5.7,11577.5,0.21
2014-10-02,16.15999984741211,1946.1700439453125,0.0900772659077705,,,,,,0.22
2014-10-03,14.550000190734863,1967.9000244140625,0.0959033606598117,,,,,,0.22
2014-10-06,15.460000038146973,1964.8199462890625,0.095849441722206,,,,,,0.21
2014-10-07,17.200000762939453,1935.0999755859373,0.1035844865561428,,,,,,0.21
2014-10-08,15.109999656677246,1968.8900146484373,0.1165734344332726,,,,,,0.22
2014-10-09,18.76000022888184,1928.2099609375,0.1303682176747545,,,,,,0.22
2014-10-10,21.239999771118164,1906.1300048828125,0.13372179884764,,,,,,0.22
2014-10-13,24.63999938964844,1874.739990234375,0.1396736324397238,,,,,,
2014-10-14,22.790000915527344,1877.699951171875,0.1400237323177199,,,,,,0.21
2014-10-15,25.270000457763672,1862.489990234375,0.1410271480019633,,,,,,0.21
2014-10-16,25.200000762939453,1862.760009765625,0.1411949551029403,,,,,,0.2
2014-10-17,21.989999771118164,1886.760009765625,0.1464668803419612,,,,,,0.21
2014-10-20,18.56999969482422,1904.010009765625,0.1499469987011442,,,,,,0.21
2014-10-21,16.079999923706055,1941.280029296875,0.1611813046117812,,,,,,0.21
2014-10-22,17.8700008392334,1927.1099853515625,0.1617081681587207,,,,,,0.21
2014-10-23,16.530000686645508,1950.8199462890625,0.1662577545241605,,,,,,0.22
2014-10-24,16.110000610351562,1964.5799560546875,0.1669790314624164,,,,,,0.22
2014-10-27,16.040000915527344,1961.6300048828125,0.1670116683199922,,,,,,0.21
2014-10-28,14.390000343322754,1985.050048828125,0.169305367185671,,,,,,0.21
2014-10-29,15.149999618530272,1982.300048828125,0.1692808888930219,,,,,,0.2
2014-10-30,14.520000457763672,1994.6500244140625,0.169679458958407,,,,,,0.22
2014-10-31,14.029999732971191,2018.050048828125,0.1731737711678476,,,,,,0.22
2014-11-03,14.729999542236328,2017.81005859375,0.1714291873477561,,,,,,0.21
2014-11-04,14.890000343322754,2012.0999755859373,0.1707107916565191,,,,,,0.2
2014-11-05,14.170000076293944,2023.5699462890625,0.1700304540133844,,,,,,0.2
2014-11-06,13.670000076293944,2031.2099609375,0.1627354119560782,,,,,,0.2
2014-11-07,13.119999885559082,2031.9200439453125,0.1612081738441151,,,,,,0.2
2014-11-10,12.670000076293944,2038.260009765625,0.1610025129358108,,,,,,0.21
2014-11-11,12.920000076293944,2039.6800537109373,0.160596630155759,,,,,,
2014-11-12,13.020000457763672,2038.25,0.1548210245903225,,,,,,0.21
2014-11-13,13.789999961853027,2039.3299560546875,0.1547818641369062,,,,,,0.21
2014-11-14,13.3100004196167,2039.8199462890625,0.1521345605805522,,,,,,0.21
2014-11-17,13.989999771118164,2041.3199462890625,0.1519116892150352,,,,,,0.2
2014-11-18,13.859999656677246,2051.800048828125,0.1439963613918329,,,,,,0.21
2014-11-19,13.960000038146973,2048.719970703125,0.1365937314359319,,,,,,0.22
2014-11-20,13.579999923706056,2052.75,0.1195748221094453,,,,,,0.21
2014-11-21,12.899999618530272,2063.5,0.1127062850932865,,,,,,0.22
2014-11-24,12.619999885559082,2069.409912109375,0.0970123821073836,,,,,,0.21
2014-11-25,12.25,2067.030029296875,0.0977566637088728,,,,,,0.22
2014-11-26,12.06999969482422,2072.830078125,0.0916993863126554,,,,,,0.22
2014-11-28,13.329999923706056,2067.56005859375,0.0928994125319142,,,,,,0.21
2014-12-01,14.15999984741211,2053.43994140625,0.0931637635642043,0.12,236.252,,5.6,11701.9,0.2
2014-12-02,12.850000381469728,2066.550048828125,0.0918770035113066,,,,,,0.2
2014-12-03,12.5,2074.330078125,0.0769306850544984,,,,,,0.22
2014-12-04,12.380000114440918,2071.919921875,0.0722426552803175,,,,,,0.22
2014-12-05,11.890000343322754,2075.3701171875,0.0659078158643888,,,,,,0.22
2014-12-08,14.210000038146973,2060.31005859375,0.0694653830895131,,,,,,0.21
2014-12-09,15.350000381469728,2059.820068359375,0.0690710753958439,,,,,,0.2
2014-12-10,18.530000686645508,2026.1400146484373,0.0801821974153692,,,,,,0.21
2014-12-11,20.07999992370605,2035.3299560546875,0.080681757784612,,,,,,0.21
2014-12-12,21.07999992370605,2002.3299560546875,0.0930536598780429,,,,,,0.22
2014-12-15,20.420000076293945,1989.6300048828125,0.0881106971544115,,,,,,0.2
2014-12-16,23.56999969482422,1972.739990234375,0.0911192064480093,,,,,,0.21
2014-12-17,19.440000534057617,2012.8900146484373,0.1094243815073614,,,,,,0.22
2014-12-18,16.809999465942383,2061.22998046875,0.1288187372785029,,,,,,0.21
2014-12-19,16.489999771118164,2070.64990234375,0.1290068838695447,,,,,,0.21
2014-12-22,15.25,2078.5400390625,0.1293210489107849,,,,,,0.21
2014-12-23,14.800000190734863,2082.169921875,0.129166999884208,,,,,,0.22
2014-12-24,14.369999885559082,2081.8798828125,0.1291923043752494,,,,,,0.25
2014-12-26,14.5,2088.77001953125,0.1293332184683776,,,,,,
2014-12-29,15.0600004196167,2090.570068359375,0.1293296913519779,,,,,,0.23
2014-12-30,15.920000076293944,2080.35009765625,0.1303929806183796,,,,,,0.23
2014-12-31,19.200000762939453,2058.89990234375,0.1342322560856276,,,,,,0.22
2015-01-02,17.790000915527344,2058.199951171875,0.1334618189213919,,,,,,0.24
2015-01-05,19.920000076293945,2020.5799560546875,0.1437159083249665,,,,,,0.22
2015-01-06,21.1200008392334,2002.6099853515625,0.145582406599808,,,,,,0.22
2015-01-07,19.309999465942383,2025.9000244140625,0.1490182172208874,,,,,,0.22
2015-01-08,17.010000228881836,2062.139892578125,0.1581116226670465,,,,,,0.22
2015-01-09,17.549999237060547,2044.81005859375,0.1599296430138733,,,,,,0.23
2015-01-12,19.600000381469727,2028.260009765625,0.1611984353767622,,,,,,0.22
2015-01-13,20.559999465942383,2023.030029296875,0.1612021070128151,,,,,,0.22
2015-01-14,21.479999542236328,2011.27001953125,0.1608916032275378,,,,,,0.21
2015-01-15,22.38999938964844,1992.6700439453125,0.1613378196940523,,,,,,0.22
2015-01-16,20.950000762939453,2019.4200439453125,0.1662555231024915,,,,,,0.23
2015-01-20,19.88999938964844,2022.550048828125,0.1663957655502482,,,,,,0.23
2015-01-21,18.850000381469727,2032.1199951171875,0.1670188014642693,,,,,,0.23
2015-01-22,16.399999618530273,2063.14990234375,0.1719612991392335,,,,,,0.23
2015-01-23,16.65999984741211,2051.820068359375,0.1727240857197827,,,,,,0.24
2015-01-26,15.520000457763672,2057.090087890625,0.1657948447863088,,,,,,0.23
2015-01-27,17.219999313354492,2029.550048828125,0.1701393882706971,,,,,,0.23
2015-01-28,20.440000534057617,2002.1600341796875,0.1680638431408976,,,,,,0.23
2015-01-29,18.76000022888184,2021.25,0.1691116039569204,,,,,,0.22
2015-01-30,20.96999931335449,1994.989990234375,0.1716939441985658,,,,,,0.23
2015-02-02,19.43000030517578,2020.8499755859373,0.1654657090320145,,,,,,0.23
2015-02-03,17.329999923706055,2050.030029296875,0.155509333287329,,,,,,0.24
2015-02-04,18.32999992370605,2041.510009765625,0.1552713572695142,,,,,,0.25
2015-02-05,16.850000381469727,2062.52001953125,0.1579215006533326,,,,,,0.24
2015-02-06,17.290000915527344,2055.469970703125,0.1580748113885464,,,,,,0.24
2015-02-09,18.549999237060547,2046.739990234375,0.1584678222685899,,,,,,0.25
2015-02-10,17.229999542236328,2068.590087890625,0.1614247645500417,,,,,,0.25
2015-02-11,16.959999084472656,2068.530029296875,0.1613909614053774,,,,,,0.25
2015-02-12,15.34000015258789,2088.47998046875,0.1632883587175028,,,,,,0.24
2015-02-13,14.6899995803833,2096.989990234375,0.1605562617357417,,,,,,0.25
2015-02-17,15.800000190734863,2100.340087890625,0.160549537711937,,,,,,0.24
2015-02-18,15.449999809265137,2099.679931640625,0.1501799261514309,,,,,,0.24
2015-02-19,15.289999961853027,2097.449951171875,0.1472363570476171,,,,,,0.24
2015-02-20,14.300000190734863,2110.300048828125,0.1448179207591282,,,,,,0.24
2015-02-23,14.5600004196167,2109.659912109375,0.1361605532433031,,,,,,0.24
2015-02-24,13.6899995803833,2115.47998046875,0.1334232687120485,,,,,,0.24
2015-02-25,13.84000015258789,2113.860107421875,0.1306652467473658,,,,,,0.24
2015-02-26,13.90999984741211,2110.739990234375,0.1304115097282127,,,,,,0.23
2015-02-27,13.34000015258789,2104.5,0.1292872658271182,,,,,,0.24
2015-03-02,13.039999961853027,2117.389892578125,0.1257663612826314,,,,,,0.24
2015-03-03,13.859999656677246,2107.780029296875,0.122387055672484,,,,,,0.25
2015-03-04,14.229999542236328,2098.530029296875,0.1235526177737519,,,,,,0.25
2015-03-05,14.039999961853027,2101.0400390625,0.1231133232979227,,,,,,0.24
2015-03-06,15.199999809265137,2071.260009765625,0.1233267948280345,,,,,,0.25
2015-03-09,15.0600004196167,2079.429931640625,0.1225994307092817,,,,,,0.25
2015-03-10,16.690000534057617,2044.1600341796875,0.1323773654748157,,,,,,0.25
2015-03-11,16.8700008392334,2040.239990234375,0.1264725596974535,,,,,,0.24
2015-03-12,15.420000076293944,2065.949951171875,0.1245066309004548,,,,,,0.24
2015-03-13,16.0,2053.39990234375,0.1235064499539005,,,,,,0.24
2015-03-16,15.609999656677246,2081.18994140625,0.1221427359298365,,,,,,0.22
2015-03-17,15.65999984741211,2074.280029296875,0.1178352516548561,,,,,,0.22
2015-03-18,13.970000267028809,2099.5,0.1157237105774684,,,,,,0.24
2015-03-19,14.06999969482422,2089.27001953125,0.1160097678809823,,,,,,0.23
2015-03-20,13.020000457763672,2108.10009765625,0.1151564722302464,,,,,,0.26
2015-03-23,13.40999984741211,2104.419921875,0.1147311252296254,,,,,,0.24
2015-03-24,13.619999885559082,2091.5,0.1155838174250909,,,,,,0.25
2015-03-25,15.4399995803833,2061.050048828125,0.1198094743455024,,,,,,0.23
2015-03-26,15.800000190734863,2056.14990234375,0.1199915868827072,,,,,,0.24
2015-03-27,15.06999969482422,2061.02001953125,0.1166246583342684,,,,,,0.24
2015-03-30,14.510000228881836,2086.239990234375,0.121645994609386,,,,,,0.23
2015-03-31,15.289999961853027,2067.889892578125,0.1240594609368145,,,,,,0.24
2015-04-01,15.109999656677246,2059.68994140625,0.1244653263407959,0.12,236.222,2.5,5.4,11932.5,0.24
2015-04-02,14.670000076293944,2066.9599609375,0.1250309217820846,,,,,,0.25
2015-04-06,14.739999771118164,2080.6201171875,0.1252592305193051,,,,,,
2015-04-07,14.779999732971191,2076.330078125,0.1253459894114429,,,,,,0.25
2015-04-08,13.979999542236328,2081.89990234375,0.1253289569035757,,,,,,0.24
2015-04-09,13.09000015258789,2091.179931640625,0.1261454432936129,,,,,,0.25
2015-04-10,12.579999923706056,2102.06005859375,0.1270993003856144,,,,,,0.26
2015-04-13,13.9399995803833,2092.429931640625,0.1275025434561409,,,,,,0.25
2015-04-14,13.670000076293944,2095.840087890625,0.1262362793640373,,,,,,0.26
2015-04-15,12.84000015258789,2106.6298828125,0.1265384600726657,,,,,,0.25
2015-04-16,12.600000381469728,2104.989990234375,0.1258782408337999,,,,,,0.26
2015-04-17,13.890000343322754,2081.179931640625,0.1301086663849841,,,,,,0.27
2015-04-20,13.300000190734863,2100.39990234375,0.1260176636693933,,,,,,0.25
2015-04-21,13.25,2097.2900390625,0.125708269761854,,,,,,0.25
2015-04-22,12.710000038146973,2107.9599609375,0.1151776408658664,,,,,,0.25
2015-04-23,12.479999542236328,2112.929931640625,0.1148864391500563,,,,,,0.25
2015-04-24,12.289999961853027,2117.68994140625,0.1097571781547396,,,,,,0.25
2015-04-27,13.119999885559082,2108.919921875,0.108836703929293,,,,,,0.26
2015-04-28,12.40999984741211,2114.760009765625,0.1022623844277546,,,,,,0.26
2015-04-29,13.390000343322754,2106.85009765625,0.1024078361218512,,,,,,0.27
2015-04-30,14.550000190734863,2085.510009765625,0.100794020938812,,,,,,0.27
2015-05-01,12.699999809265137,2108.2900390625,0.1047542398870818,0.12,237.001,,5.6,11963.8,0.27
2015-05-04,12.850000381469728,2114.489990234375,0.1018143758786656,,,,,,
2015-05-05,14.3100004196167,2089.4599609375,0.1074662647313858,,,,,,0.27
2015-05-06,15.149999618530272,2080.14990234375,0.1067683031464124,,,,,,0.26
2015-05-07,15.130000114440918,2088.0,0.0981570675605133,,,,,,0.27
2015-05-08,12.859999656677246,2116.10009765625,0.104702413357019,,,,,,0.27
2015-05-11,13.850000381469728,2105.330078125,0.1060649960740253,,,,,,0.26
2015-05-12,13.859999656677246,2099.1201171875,0.1007488489987304,,,,,,0.25
2015-05-13,13.760000228881836,2098.47998046875,0.097081534020786,,,,,,0.25
2015-05-14,12.739999771118164,2121.10009765625,0.1005226184695504,,,,,,0.27
2015-05-15,12.380000114440918,2122.72998046875,0.1002367579018213,,,,,,0.26
2015-05-18,12.729999542236328,2129.199951171875,0.0990003361021029,,,,,,0.26
2015-05-19,12.850000381469728,2127.830078125,0.0987304395107347,,,,,,0.26
2015-05-20,12.880000114440918,2125.85009765625,0.098698472943206,,,,,,0.26
2015-05-21,12.109999656677246,2130.820068359375,0.0981899945998145,,,,,,0.26
2015-05-22,12.130000114440918,2126.06005859375,0.0975536128360576,,,,,,0.26
2015-05-26,14.0600004196167,2104.199951171875,0.1014045546249202,,,,,,0.27
2015-05-27,13.270000457763672,2123.47998046875,0.1046223478789768,,,,,,0.27
2015-05-28,13.3100004196167,2120.7900390625,0.1037718182801949,,,,,,0.27
2015-05-29,13.84000015258789,2107.389892578125,0.1054743701857766,,,,,,0.27
2015-06-01,13.970000267028809,2111.72998046875,0.0999216772994745,0.13,237.657,,5.3,12011.1,0.26
2015-06-02,14.239999771118164,2109.60009765625,0.096496482520535,,,,,,0.27
2015-06-03,13.65999984741211,2114.070068359375,0.0965274644831283,,,,,,0.26
2015-06-04,14.710000038146973,2095.840087890625,0.0987517351387444,,,,,,0.26
2015-06-05,14.210000038146973,2092.830078125,0.0985186059716206,,,,,,0.25
2015-06-08,15.289999961853027,2079.280029296875,0.0997923887555234,,,,,,0.26
2015-06-09,14.470000267028809,2080.14990234375,0.0992562873038278,,,,,,0.27
2015-06-10,13.220000267028809,2105.199951171875,0.1053146193346641,,,,,,0.27
2015-06-11,12.850000381469728,2108.860107421875,0.1048786395927401,,,,,,0.28
2015-06-12,13.779999732971191,2094.110107421875,0.1026030716786177,,,,,,0.27
2015-06-15,15.390000343322754,2084.429931640625,0.0982283222626949,,,,,,0.26
2015-06-16,14.8100004196167,2096.2900390625,0.0993480200669029,,,,,,0.28
