Date,VIX,S&P500,Historical_Volatility,TED_Spread,DBSCAN_Cluster
2014-08-26,-0.7759427415221724,-0.9768174578352913,-0.3570335175703239,-0.4494132841472247,0
2014-08-27,-0.7558758738112833,-0.9766873813773117,-0.3628621219028927,-0.5736443524100527,0
2014-08-28,-0.7197553588332429,-0.9810850456569158,-0.424891269765444,-0.5115288182786387,0
2014-08-29,-0.7144041856048703,-0.9724588641401352,-0.46331515334144335,-0.5115288182786387,0
2014-09-02,-0.6929994926913796,-0.973876999296789,-0.4663756190624116,-0.5115288182786387,0
2014-09-03,-0.6782837982088632,-0.9759067638059203,-0.4754627371747895,-0.5115288182786387,0
2014-09-04,-0.6408254580282211,-0.9799010163599224,-0.4750420494167229,-0.5115288182786387,0
2014-09-05,-0.7144041856048703,-0.9668122117463049,-0.46470985290667494,-0.5115288182786387,0
2014-09-08,-0.6381499352050515,-0.9748397874387572,-0.4717207784518696,-0.4494132841472247,0
2014-09-09,-0.5257751698271923,-0.9918840916689569,-0.450612287641545,-0.4494132841472247,0
2014-09-10,-0.6087184186579851,-0.9824512455244861,-0.45613814094430366,-0.4494132841472247,0
2014-09-11,-0.6194207651147304,-0.9801613280993956,-0.4561325392834422,-0.4494132841472247,0
2014-09-12,-0.551193210766454,-0.995657103067934,-0.6487604161664622,-0.4494132841472247,0
2014-09-15,-0.44283192099639934,-0.9974916734783391,-0.6555275620239264,-0.4494132841472247,0
2014-09-16,-0.6287854139509077,-0.9781706341747122,-0.653397417947036,-0.4494132841472247,0
2014-09-17,-0.6394877604076533,-0.9748008756778231,-0.7245442226821541,-0.4494132841472247,0
2014-09-18,-0.7224310092384459,-0.9620632298536962,-0.718540088112802,-0.4494132841472247,0
2014-09-19,-0.7117286627817007,-0.9633122179679223,-0.7488422133854087,-0.4494132841472247,0
2014-09-22,-0.5003571288879305,-0.9842726335832279,-0.7581394775996451,-0.3251822158843966,0
2014-09-23,-0.3344705036443115,-0.9992611262479973,-0.731010969964122,-0.3872977500158107,0
2014-09-24,-0.5565443839948266,-0.9790552811477844,-0.7055176888988194,-0.3872977500158107,0
2014-09-25,-0.2394870831541715,-1.0210933241317397,-0.5665266028022361,-0.3872977500158107,0
2014-09-26,-0.34517285010105636,-0.9991570968463168,-0.5408455274627078,-0.3872977500158107,0
2014-09-29,-0.1940021745040206,-1.005727466797667,-0.5365680557019569,-0.3872977500158107,0
2014-09-30,-0.14985496347443786,-1.0128964425733458,-0.5667291338600605,-0.3872977500158107,0
2014-10-01,-0.09634323119071128,-1.0468937275131855,-0.49809903600002764,-0.4494132841472247,0
2014-10-02,-0.16992183118532697,-1.0468807039850363,-0.5024561616940494,-0.3872977500158107,0
2014-10-03,-0.3853067131048682,-1.0186082126079228,-0.44535403898378007,-0.3872977500158107,0
2014-10-06,-0.2635674264728652,-1.0226156475135884,-0.44588250374836175,-0.4494132841472247,0
2014-10-07,-0.03079107208357101,-1.061283773177141,-0.37007057516238273,-0.4494132841472247,0
2014-10-08,-0.31039028790765105,-1.017320153909249,-0.2427646305933724,-0.3872977500158107,0
2014-10-09,0.17790481140499653,-1.0702482487787768,-0.10756061504922264,-0.3872977500158107,0
2014-10-10,0.5096778067281676,-1.0989760871705756,-0.07469183899887366,-0.3872977500158107,0
2014-10-13,0.9645279138859442,-1.1398170773293883,-0.016357337657782165,-0.3872977500158107,0
2014-10-14,0.7170361201782001,-1.135965924761515,-0.012925974618727798,-0.4494132841472247,0
2014-10-15,1.0488091155013717,-1.1557553346079767,-0.0030913996642091958,-0.4494132841472247,0
2014-10-16,1.039444594247228,-1.1554040169949722,-0.001446705906304576,-0.5115288182786387,0
2014-10-17,0.61001240044668,-1.124178043551207,0.050223947375204,-0.4494132841472247,0
2014-10-20,0.15248664288370084,-1.101734375138501,0.0843329267258583,-0.4494132841472247,0
2014-10-21,-0.18062417764207228,-1.053243015133025,0.19444145430329696,-0.4494132841472247,0
2014-10-22,0.058841175178196065,-1.0716794074635798,0.19960529529616197,-0.4494132841472247,0
2014-10-23,-0.12042331934533808,-1.0408307986891179,0.24419623484950403,-0.3872977500158107,0
2014-10-24,-0.1766107020342677,-1.022927894542145,0.25126554044600957,-0.3872977500158107,0
2014-10-27,-0.1859752232884115,-1.0267660235818687,0.25158541746921065,-0.4494132841472247,0
2014-10-28,-0.4067114060183588,-0.9962946206531964,0.27406618368786995,-0.4494132841472247,0
2014-10-29,-0.30503911467927863,-0.999872596776961,0.2738262695549773,-0.5115288182786387,0
2014-10-30,-0.3893200611306393,-0.9838042630403931,0.2777326936264853,-0.3872977500158107,0
2014-10-31,-0.4548720926557462,-0.9533589071680193,0.31198078828741793,-0.3872977500158107,0
2014-11-03,-0.361226497368208,-0.9536711541965759,0.29488195216939694,-0.4494132841472247,0
2014-11-04,-0.33982167687268394,-0.9611004417117281,0.2878408859558457,-0.5115288182786387,0
2014-11-05,-0.4361429225654254,-0.9461770666877052,0.28117283038241353,-0.5115288182786387,0
2014-11-06,-0.5030326517111003,-0.9362367794159516,0.20967341191055816,-0.5115288182786387,0
2014-11-07,-0.5766113792877492,-0.9353129030349173,0.1947048022691574,-0.5115288182786387,0
2014-11-10,-0.6368121100024502,-0.92706408618744,0.19268909965488348,-0.4494132841472247,0
2014-11-11,-0.6033672454296127,-0.9252164922488858,0.18871100295393592,-0.4494132841472247,0
2014-11-12,-0.5899892485676641,-0.9270771097155893,0.13210372968428577,-0.4494132841472247,0
2014-11-13,-0.48697913202598214,-0.9256719980870849,0.13171991426219995,-0.4494132841472247,0
2014-11-14,-0.551193210766454,-0.9250344805018226,0.10577343399369812,-0.4494132841472247,0
2014-11-17,-0.4602232658841188,-0.9230828571615872,0.10358905001025917,-0.5115288182786387,0
2014-11-18,-0.4776146107718383,-0.9094473820127247,0.02601015026885799,-0.4494132841472247,0
2014-11-19,-0.46423661390988996,-0.9134548169183901,-0.04654374768696867,-0.3872977500158107,0
2014-11-20,-0.5150728233704467,-0.9082114174266479,-0.2133477373432484,-0.4494132841472247,0
2014-11-21,-0.6060428958348157,-0.8942247834882948,-0.28066693832248324,-0.3872977500158107,0
2014-11-24,-0.6435011084334241,-0.8865355018806977,-0.434484411646294,-0.4494132841472247,0
2014-11-25,-0.6929994926913796,-0.8896319251099644,-0.4271896351024792,-0.3872977500158107,0
2014-11-26,-0.7170798360100731,-0.8820855846649821,-0.48655760144867805,-0.3872977500158107,0
2014-11-28,-0.5485176879432841,-0.8889423134121045,-0.4747960274709035,-0.4494132841472247,0
2014-12-01,-0.4374807477680267,-0.9073137469254264,-0.4722050972291446,-0.5115288182786387,0
2014-12-02,-0.6127317666837561,-0.8902564191670774,-0.48481675796698176,-0.5115288182786387,0
2014-12-03,-0.6595546281185422,-0.8801339613247469,-0.63130708243148,-0.3872977500158107,0
2014-12-04,-0.6756081478036601,-0.8832697727854895,-0.6772549193321563,-0.3872977500158107,0
2014-12-05,-0.7411600517467335,-0.8787807849853259,-0.7393432980959032,-0.3872977500158107,0
2014-12-08,-0.4307917493370525,-0.8983751595565752,-0.7044752348588768,-0.4494132841472247,0
2014-12-09,-0.27828312095538144,-0.8990126771418376,-0.708339883009615,-0.5115288182786387,0
2014-12-10,0.14713559723736164,-0.9428331964236011,-0.5994386927594185,-0.4494132841472247,0
2014-12-11,0.3544936555233267,-0.9308763269943792,-0.5945424528732246,-0.4494132841472247,0
2014-12-12,0.4882731138146765,-0.9738120404795562,-0.47328423419234605,-0.3872977500158107,0
2014-12-15,0.3999786917555114,-0.9903357212308096,-0.5217306937866049,-0.5115288182786387,0
2014-12-16,0.8213839343404501,-1.0123110191006808,-0.4922440008697382,-0.4494132841472247,0
2014-12-17,0.2688748838693646,-0.9600725359290131,-0.3128331953544532,-0.3872977500158107,0
2014-12-18,-0.08296523432876293,-0.8971782655549465,-0.12274722348756244,-0.4494132841472247,0
2014-12-19,-0.12577462015574417,-0.8849221726253177,-0.12090318040442796,-0.4494132841472247,0
2014-12-22,-0.29166111781733,-0.8746564559733442,-0.11782401820407236,-0.4494132841472247,0
2014-12-23,-0.3518618485320308,-0.8699336799605482,-0.11933386773336661,-0.3872977500158107,0
2014-12-24,-0.4093870564235619,-0.8703110446298514,-0.11908585594947638,-0.20095114762156865,0
2014-12-26,-0.39199571153584234,-0.8613464102047016,-0.11770474318357205,-0.20095114762156865,0
2014-12-29,-0.31707915875659176,-0.8590043986670136,-0.11773931279530012,-0.3251822158843966,0
2014-12-30,-0.20202887055556312,-0.8723014209075068,-0.10731791102436082,-0.3251822158843966,0
2014-12-31,0.2367678444991287,-0.9002098887904944,-0.06968879783966454,-0.3872977500158107,0
2015-01-02,0.04813882872145075,-0.9011205828198652,-0.077239927604131,-0.2630666817529827,0
2015-01-05,0.3330889626098365,-0.9500672898400264,0.023261402416265124,-0.3872977500158107,0
2015-01-06,0.49362441462508305,-0.9734476993384021,0.041555133991977064,-0.3872977500158107,0
2015-01-07,0.25148341139961167,-0.9431454434521573,0.07522984888146382,-0.3872977500158107,0
2015-01-08,-0.056209240604866206,-0.8959943950814672,0.16435520226829067,-0.3872977500158107,0
2015-01-09,0.016031534187147943,-0.9185419340723401,0.18217379694492183,-0.3251822158843966,0
2015-01-12,0.29027957678285526,-0.9400749084556754,0.19460935460112905,-0.3872977500158107,0
2015-01-13,0.418707734263799,-0.9468795430902003,0.19464534066406872,-0.3872977500158107,0
2015-01-14,0.5417848460984035,-0.9621802827835263,0.19160206279037884,-0.4494132841472247,0
2015-01-15,0.6635241327304071,-0.9863803804377415,0.1959754738848908,-0.3872977500158107,0
2015-01-16,0.4708818965089909,-0.9515764308702116,0.2441743644681621,-0.3251822158843966,0
2015-01-20,0.32907548700203243,-0.9475040371473133,0.24554889437229493,-0.3251822158843966,0
2015-01-21,0.18994498306434285,-0.9350527501189583,0.2516553301117538,-0.3251822158843966,0
2015-01-22,-0.13781479181509101,-0.8946802893264942,0.3000972317186829,-0.3251822158843966,0
2015-01-23,-0.10303210203965202,-0.909421334956426,0.30757337736650425,-0.2630666817529827,0
2015-01-26,-0.2555406028392895,-0.9025646062093037,0.2396592113750187,-0.3251822158843966,0
2015-01-27,-0.028115676842434833,-0.9383964615595486,0.28224050565944925,-0.3251822158843966,0
2015-01-28,0.40265434216071444,-0.9740331228110671,0.2618978854761797,-0.3251822158843966,0
2015-01-29,0.17790481140499653,-0.9491955075715895,0.2721670913909282,-0.3872977500158107,0
2015-01-30,0.4735572917501266,-0.983361939553857,0.29747685987803346,-0.3251822158843966,0
2015-02-02,0.2675370586667631,-0.9497159722270221,0.23643331975637216,-0.3251822158843966,0
2015-02-03,-0.013399854777884952,-0.9117503229659646,0.13884991033389515,-0.2630666817529827,0
2015-02-04,0.12037960351346443,-0.9228355689502634,0.13651748418057844,-0.20095114762156865,0
2015-02-05,-0.07761393351835684,-0.8954998186588197,0.16249179787494272,-0.2630666817529827,0
2015-02-06,-0.018750900424224174,-0.9046725118873312,0.16399441133860337,-0.2630666817529827,0
2015-02-09,0.1498109924784978,-0.9160309343157386,0.16784634929255665,-0.20095114762156865,0
2015-02-10,-0.02677785163983331,-0.8876021606008329,0.19682762889558536,-0.20095114762156865,0
2015-02-11,-0.06289836661787382,-0.887680301769729,0.19649632097891648,-0.20095114762156865,0
2015-02-12,-0.27962094615798316,-0.8617237748740049,0.21509289703171083,-0.2630666817529827,0
2015-02-13,-0.36657767059658064,-0.8506515524178554,0.18831534813341647,-0.20095114762156865,0
2015-02-17,-0.21808239024068085,-0.8462927998991853,0.18824944532051288,-0.2630666817529827,0
2015-02-18,-0.26490525167546675,-0.8471517174629868,0.08661587137659554,-0.2630666817529827,0
2015-02-19,-0.28630994458895737,-0.850053105417041,0.05776566359148457,-0.2630666817529827,0
2015-02-20,-0.41875157767770566,-0.8333340717435472,0.034062333729937416,-0.2630666817529827,0
2015-02-23,-0.3839688879022667,-0.83416694225105,-0.05078936938789221,-0.2630666817529827,0
2015-02-24,-0.5003571288879305,-0.8265945547497692,-0.07761776196455954,-0.2630666817529827,0
2015-02-25,-0.48029013359500794,-0.8287021427807687,-0.10464940414815986,-0.2630666817529827,0
2015-02-26,-0.47092561234086416,-0.8327616717990316,-0.10713630541229431,-0.3251822158843966,0
2015-02-27,-0.5471798627406829,-0.8408804121885294,-0.11815512950094796,-0.2630666817529827,0
2015-03-02,-0.5873137257444946,-0.8241096020494663,-0.1526638582304267,-0.2630666817529827,0
2015-03-03,-0.4776146107718383,-0.8366128243669049,-0.1857847619985182,-0.20095114762156865,0
2015-03-04,-0.42811622651388287,-0.8486478349650226,-0.17436097420143146,-0.20095114762156865,0
2015-03-05,-0.4535342674531446,-0.8453821058698144,-0.17866654219034103,-0.2630666817529827,0
2015-03-06,-0.2983501162483042,-0.884128372702263,-0.17657428691019428,-0.20095114762156865,0
2015-03-09,-0.31707915875659176,-0.8734986325561636,-0.18370325355625133,-0.20095114762156865,0
2015-03-10,-0.09901862643184746,-0.9193876692844782,-0.08786876156847254,-0.20095114762156865,0
2015-03-11,-0.07493828311315379,-0.9244879687900915,-0.14574233871225542,-0.2630666817529827,0
2015-03-12,-0.2689185997012381,-0.8910371955619827,-0.16501059853012764,-0.2630666817529827,0
2015-03-13,-0.19132652409881756,-0.9073658410380239,-0.17481346950516752,-0.2630666817529827,0
2015-03-16,-0.24350055876197607,-0.871208715131073,-0.18817936361743465,-0.3872977500158107,0
2015-03-17,-0.23681156033100187,-0.8801990789654937,-0.2303974369771772,-0.3872977500158107,0
2015-03-18,-0.46289878870728846,-0.8473858233226471,-0.2510928569523713,-0.2630666817529827,0
2015-03-19,-0.44952091942737327,-0.8606958690912898,-0.24828918142998188,-0.3251822158843966,0
2015-03-20,-0.5899892485676641,-0.8361963891131534,-0.2566524152993572,-0.13883561349015455,0
2015-03-23,-0.5378153414865391,-0.8409846004137242,-0.2608212827238692,-0.2630666817529827,0
2015-03-24,-0.5097216501420743,-0.8577944811372356,-0.2524639633784362,-0.20095114762156865,0
2015-03-25,-0.26624307687806825,-0.8974123714146068,-0.21104788789900833,-0.3251822158843966,0
2015-03-26,-0.21808239024068085,-0.9037878649142591,-0.20926298516585193,-0.2630666817529827,0
2015-03-27,-0.31574146113602347,-0.8974514419990549,-0.24226258014537105,-0.2630666817529827,0
2015-03-30,-0.39065788633324083,-0.8646381863562085,-0.19304797373155755,-0.3251822158843966,0
2015-03-31,-0.28630994458895737,-0.8885131722772318,-0.1693933549429356,-0.2630666817529827,0
2015-04-01,-0.31039028790765105,-0.8991819830077792,-0.1654154285465481,-0.2630666817529827,0
2015-04-02,-0.3692531934197505,-0.8897230898070098,-0.15987197248079818,-0.20095114762156865,0
2015-04-06,-0.3598886721656065,-0.8719501032945023,-0.1576342962871483,-0.20095114762156865,0
2015-04-07,-0.3545374989372338,-0.8775317968710997,-0.15678396392629476,-0.20095114762156865,0
